"member_id","monthly_rate","join_date","cancel_date","zipcode","personal_training_client","check_ins_per_week","dob","age","membership_length_in_months","age_group"
"CP1411620",100,"2017-02-01",,11226,TRUE,4,"1978-12-28",43,63,"25-54"
"CP1411629",210,"2017-01-06",,10014,TRUE,2,"1900-01-01",122,64,"75+"
"CP1411632",210,"2017-02-01",,11222,FALSE,2,"1981-04-05",41,63,"25-54"
"CP1411641",180,"2017-01-11",,10003,TRUE,1,"1973-10-28",48,64,"25-54"
"CP1411643",180,"2017-01-11","2018-10-01",10011,FALSE,1,"1984-01-11",38,20,"25-54"
"CP1411644",210,"2017-02-01",,10011,FALSE,2,"1985-01-05",37,63,"25-54"
"CP1411652",210,"2017-03-01","2019-08-01",10010,FALSE,1,"1990-10-01",31,29,"25-54"
"CP1411654",100,"2017-02-01",,10002,FALSE,4,"1986-07-06",35,63,"25-54"
"CP1411661",100,"2017-02-01","2019-06-30",11237,FALSE,3,"1992-10-09",29,28,"25-54"
"CP1411664",180,"2017-01-15","2018-09-01",10003,FALSE,0,"1900-01-01",122,19,"75+"
"CP1411666",180,"2017-02-01",,18042,FALSE,5,"1900-01-01",122,63,"75+"
"CP1411669",180,"2017-02-01",,10001,FALSE,1,"1900-01-01",122,63,"75+"
"CP1411670",180,"2017-02-01",,11221,FALSE,5,"1982-12-26",39,63,"25-54"
"CP1411672",100,"2017-05-01","2019-05-01",11964,FALSE,1,"1988-09-15",33,24,"25-54"
"CP1411673",180,"2017-02-01","2018-12-31",10011,FALSE,1,"1981-04-04",41,22,"25-54"
"CP1411680",180,"2017-02-01",,10010,FALSE,4,"1971-12-26",50,63,"25-54"
"CP1411695",100,"2017-01-26","2019-06-30",10003,FALSE,1,"1980-09-14",41,29,"25-54"
"CP1411700",210,"2017-02-01",,10011,FALSE,5,"1965-04-19",57,63,"55-74"
"CP1411701",100,"2017-02-01","2019-06-26",11211,TRUE,4,"1988-01-15",34,28,"25-54"
"CP1411706",180,"2017-04-01",,10010,FALSE,1,"1975-02-16",47,61,"25-54"
"CP1411709",100,"2017-02-01",,10014,FALSE,3,"2000-01-01",22,63,"12-24"
"CP1411714",180,"2017-03-01",,10011,FALSE,1,"1981-04-10",41,62,"25-54"
"CP1411718",210,"2017-02-05",,10011,FALSE,4,"1950-02-08",72,63,"55-74"
"CP1411721",100,"2017-02-06","2019-05-01",10011,FALSE,3,"1985-06-09",36,26,"25-54"
"CP1411726",180,"2017-02-06","2019-04-01",10038,FALSE,2,"1956-09-25",65,25,"55-74"
"CP1411729",130,"2017-02-07","2018-11-02",10001,FALSE,1,"1957-11-18",64,20,"55-74"
"CP1411731",100,"2017-02-11","2018-11-30",10003,FALSE,3,"1991-06-24",30,21,"25-54"
"CP1411736",100,"2017-03-01",,10011,FALSE,1,"1976-08-06",45,62,"25-54"
"CP1411743",100,"2017-03-01",,10011,FALSE,1,"1900-01-01",122,62,"75+"
"CP1411745",180,"2017-03-01",,10457,FALSE,2,"1982-05-07",40,62,"25-54"
"CP1411746",210,"2017-03-01",,10011,FALSE,6,"1983-03-21",39,62,"25-54"
"CP1411749",100,"2017-02-23","2019-04-01",10010,FALSE,5,"1975-01-03",47,25,"25-54"
"CP1411754",100,"2017-02-27",,10003,FALSE,9,"1987-08-04",34,62,"25-54"
"CP1411763",155,"2017-04-01","2019-06-01",10011,FALSE,1,"1974-07-21",47,26,"25-54"
"CP1411764",155,"2017-03-04","2019-05-01",10011,FALSE,1,"1976-05-23",45,25,"25-54"
"CP1411773",180,"2017-04-01",,11211,FALSE,3,"1990-01-22",32,61,"25-54"
"CP1411778",100,"2017-04-10","2019-11-10",10014,FALSE,1,"1970-03-25",52,31,"25-54"
"CP1411780",100,"2017-04-01",,10011,FALSE,4,"1978-02-09",44,61,"25-54"
"CP1411786",210,"2017-03-25","2019-07-01",10011,FALSE,2,"1973-11-12",48,27,"25-54"
"CP1411787",210,"2017-04-10","2019-07-01",10011,FALSE,4,"1975-04-17",47,26,"25-54"
"CP1411788",100,"2017-05-01",,10003,FALSE,5,"1985-04-23",37,60,"25-54"
"CP1411789",100,"2017-04-01",,10003,FALSE,1,"1988-03-06",34,61,"25-54"
"CP1411790",180,"2017-05-01",,10011,FALSE,4,"1963-07-02",58,60,"55-74"
"CP1411793",210,"2017-04-26","2019-06-01",10003,TRUE,1,"1983-09-02",38,25,"25-54"
"CP1411795",210,"2017-03-28",,7974,FALSE,1,"1978-12-31",43,61,"25-54"
"CP1411799",155,"2017-03-29",,10003,FALSE,1,"1980-01-18",42,61,"25-54"
"CP1411800",180,"2017-04-01",,10011,FALSE,1,"1975-04-25",47,61,"25-54"
"CP1411801",100,"2017-04-01",,11211,FALSE,2,"1991-02-15",31,61,"25-54"
"CP1411804",210,"2017-05-01","2019-07-02",10010,FALSE,2,"1988-07-23",33,26,"25-54"
"CP1411805",130,"2017-05-01","2019-06-01",10010,FALSE,1,"1986-07-10",35,25,"25-54"
"CP1411808",210,"2017-05-01","2019-08-01",10003,FALSE,5,"1950-03-07",72,27,"55-74"
"CP1411811",100,"2017-05-01",,10003,FALSE,3,"1959-02-24",63,60,"55-74"
"CP1411812",210,"2017-04-01",,10014,FALSE,2,"1971-04-16",51,61,"25-54"
"CP1411816",130,"2017-05-01","2019-07-02",10011,TRUE,2,"1900-01-01",122,26,"75+"
"CP1411818",100,"2017-04-05",,10003,TRUE,5,"1994-03-23",28,61,"25-54"
"CP1411819",180,"2017-04-18","2019-06-01",10003,FALSE,5,"1946-04-14",76,25,"75+"
"CP1411820",210,"2017-04-05",,11221,FALSE,9,"1954-05-28",67,61,"55-74"
"CP1411833",130,"2017-04-14","2019-09-01",11218,FALSE,1,"1989-06-23",32,28,"25-54"
"CP1411837",210,"2017-04-17","2019-06-16",10011,FALSE,2,"1993-01-12",29,25,"25-54"
"CP1411838",100,"2017-04-13","2018-09-01",10022,FALSE,0,"1984-01-09",38,16,"25-54"
"CP1411849",100,"2017-04-18",,10011,FALSE,2,"1985-01-30",37,60,"25-54"
"CP1411853",210,"2017-04-22",,10013,FALSE,1,"1975-02-03",47,60,"25-54"
"CP1411859",100,"2017-06-01",,10011,FALSE,5,"1991-06-27",30,59,"25-54"
"CP1411863",100,"2017-05-01","2019-08-02",10003,FALSE,3,"1900-01-01",122,27,"75+"
"CP1411868",100,"2017-06-01",,10003,TRUE,1,"1982-05-25",39,59,"25-54"
"CP1411880",130,"2017-05-11","2019-02-01",10014,FALSE,0,"1980-05-01",42,20,"25-54"
"CP1411882",155,"2017-05-11",,10026,FALSE,7,"1982-11-04",39,60,"25-54"
"CP1411883",100,"2017-06-01",,10011,FALSE,2,"1969-10-28",52,59,"25-54"
"CP1411885",130,"2017-05-13","2019-03-01",11211,FALSE,0,"1972-07-10",49,21,"25-54"
"CP1411887",155,"2017-06-01",,10011,FALSE,1,"1972-01-18",50,59,"25-54"
"CP1411888",155,"2017-06-01",,10011,FALSE,6,"1968-05-02",54,59,"25-54"
"CP1411903",180,"2017-06-20",,10016,FALSE,1,"1983-07-21",38,58,"25-54"
"CP1411904",210,"2017-05-21","2019-08-01",10011,FALSE,5,"1994-03-22",28,26,"25-54"
"CP1411905",210,"2017-06-01",,10014,TRUE,3,"1965-04-01",57,59,"55-74"
"CP1411909",130,"2017-05-22","2018-10-01",10011,FALSE,1,"1962-09-29",59,16,"55-74"
"CP1411913",210,"2017-05-29",,10014,FALSE,1,"1988-04-05",34,59,"25-54"
"CP1411928",100,"2017-06-01",,10011,FALSE,3,"1991-03-17",31,59,"25-54"
"CP1411931",100,"2017-06-01",,10003,FALSE,5,"1961-04-23",61,59,"55-74"
"CP1411932",180,"2017-06-01",,10012,FALSE,5,"1996-06-27",25,59,"25-54"
"CP1411939",130,"2017-06-05",,10011,FALSE,2,"2008-08-08",13,59,"12-24"
"CP1411941",155,"2017-07-01",,11225,TRUE,7,"1989-09-12",32,58,"25-54"
"CP1411944",265,"2017-06-08",,10003,FALSE,2,"1976-01-20",46,59,"25-54"
"CP1411945",100,"2017-06-12",,10011,TRUE,1,"1970-04-04",52,59,"25-54"
"CP1411946",100,"2017-06-12",,10011,FALSE,1,"1969-09-14",52,59,"25-54"
"CP1411947",100,"2017-06-08",,11226,FALSE,4,"1991-09-14",30,59,"25-54"
"CP1411948",100,"2017-06-09",,10010,FALSE,4,"1900-01-01",122,59,"75+"
"CP1411950",155,"2017-06-11",,10019,FALSE,4,"1989-07-07",32,59,"25-54"
"CP1411959",130,"2017-07-01",,10014,FALSE,9,"1958-04-01",64,58,"55-74"
"CP1411961",130,"2018-05-15",,10003,FALSE,1,"1999-07-26",22,48,"12-24"
"CP1411978",100,"2017-07-01","2018-09-01",10018,FALSE,0,"1966-12-14",55,14,"55-74"
"CP1411981",210,"2017-07-15",,10038,FALSE,1,"1989-05-05",33,58,"25-54"
"CP1411983",100,"2017-08-01",,10044,FALSE,3,"1998-04-15",24,57,"12-24"
"CP1411984",100,"2017-07-08","2018-09-01",10010,FALSE,0,"1987-07-30",34,13,"25-54"
"CP1411997",100,"2017-07-17",,10011,FALSE,2,"1991-02-26",31,57,"25-54"
"CP1411999",100,"2017-07-19",,7093,FALSE,2,"1987-05-27",34,57,"25-54"
"CP1412000",100,"2017-07-19",,11416,FALSE,3,"1979-09-08",42,57,"25-54"
"CP1412002",100,"2017-08-01",,10011,FALSE,1,"1995-10-18",26,57,"25-54"
"CP1412003",210,"2017-08-01",,10014,FALSE,3,"1965-09-15",56,57,"55-74"
"CP1412007",100,"2017-09-01",,10011,TRUE,4,"1900-01-01",122,56,"75+"
"CP1412009",180,"2017-09-01","2019-08-01",10011,FALSE,2,"1985-04-17",37,23,"25-54"
"CP1412010",180,"2017-08-01",,10011,FALSE,5,"1984-06-13",37,57,"25-54"
"CP1412013",155,"2017-09-01",,10016,FALSE,2,"1967-03-29",55,56,"55-74"
"CP1412015",155,"2017-08-04",,10003,FALSE,1,"1900-01-01",122,57,"75+"
"CP1412019",155,"2017-08-09","2018-09-01",10003,FALSE,0,"1900-01-01",122,12,"75+"
"CP1412023",130,"2017-08-11","2019-08-01",10011,FALSE,2,"1989-01-01",33,23,"25-54"
"CP1412024",155,"2017-08-14","2018-10-01",10011,FALSE,4,"1999-01-01",23,13,"12-24"
"CP1412026",100,"2017-10-01","2018-11-01",10003,FALSE,2,"1980-01-01",42,13,"25-54"
"CP1412027",100,"2017-08-21",,10011,FALSE,7,"1991-01-27",31,56,"25-54"
"CP1412028",100,"2017-08-21",,11226,FALSE,1,"1993-03-08",29,56,"25-54"
"CP1412029",180,"2017-08-22","2018-12-01",10003,TRUE,2,"1975-03-16",47,15,"25-54"
"CP1412031",180,"2017-08-21","2018-09-21",11238,TRUE,2,"1958-06-28",63,13,"55-74"
"CP1412033",100,"2017-09-01","2019-01-13",46032,FALSE,3,"1997-02-11",25,16,"25-54"
"CP1412039",100,"2017-09-01","2019-01-29",10003,FALSE,4,"1992-07-16",29,16,"25-54"
"CP1412042",130,"2017-08-31","2018-09-01",11206,FALSE,0,"1979-12-29",42,12,"25-54"
"CP1412043",100,"2017-09-01",,11570,FALSE,1,"1971-08-01",50,56,"25-54"
"CP1412044",100,"2017-09-01",,10011,FALSE,12,"1991-01-31",31,56,"25-54"
"CP1412045",155,"2017-09-01",,11237,FALSE,2,"1988-08-04",33,56,"25-54"
"CP1412048",155,"2017-09-05",,10003,FALSE,4,"1900-01-01",122,56,"75+"
"CP1412052",240,"2017-09-01",,10011,FALSE,2,"1998-02-17",24,56,"12-24"
"CP1412053",100,"2017-09-01",,10011,FALSE,3,"2017-09-05",4,56,"0-11"
"CP1412055",155,"2017-09-06",,10025,FALSE,1,"1967-11-09",54,56,"25-54"
"CP1412056",100,"2017-09-09","2018-10-01",10011,FALSE,3,"1986-12-16",35,12,"25-54"
"CP1412059",180,"2017-09-09","2018-10-01",11103,FALSE,2,"1900-01-01",122,12,"75+"
"CP1412063",180,"2017-09-15",,10003,FALSE,4,"1990-12-30",31,56,"25-54"
"CP1412065",180,"2017-09-15",,10011,FALSE,3,"1999-01-01",23,56,"12-24"
"CP1412068",100,"2017-09-15","2018-11-15",10003,FALSE,1,"1974-04-04",48,14,"25-54"
"CP1412069",130,"2017-09-15","2018-10-15",10032,FALSE,0,"1969-07-14",52,13,"25-54"
"CP1412070",155,"2017-09-17",,10010,FALSE,4,"1969-08-15",52,55,"25-54"
"CP1412071",130,"2017-10-01","2018-11-01",10011,FALSE,2,"1962-09-23",59,13,"55-74"
"CP1412076",210,"2017-09-23",,10011,FALSE,4,"1986-02-08",36,55,"25-54"
"CP1412079",130,"2017-09-25",,11579,TRUE,8,"1977-09-28",44,55,"25-54"
"CP1412081",155,"2017-10-02",,10011,FALSE,4,"1989-02-09",33,55,"25-54"
"CP1412082",180,"2017-10-15",,10011,FALSE,4,"2017-09-27",4,55,"0-11"
"CP1412087",130,"2017-10-03","2018-11-03",10032,TRUE,1,"1963-01-06",59,13,"55-74"
"CP1412089",180,"2017-10-15",,10011,TRUE,1,"1986-10-21",35,55,"25-54"
"CP1412090",130,"2017-10-06","2018-10-04",10009,FALSE,6,"1980-05-05",42,11,"25-54"
"CP1412091",130,"2017-10-06",,10003,FALSE,4,"1992-05-30",29,55,"25-54"
"CP1412092",130,"2017-10-06",,10003,FALSE,2,"2017-10-06",4,55,"0-11"
"CP1412093",240,"2017-10-06",,11205,FALSE,1,"1989-02-25",33,55,"25-54"
"CP1412095",210,"2017-11-06","2018-12-06",11211,FALSE,2,"1988-01-19",34,13,"25-54"
"CP1412101",100,"2017-10-15","2018-11-30",10032,FALSE,1,"1995-11-15",26,13,"25-54"
"CP1412106",130,"2017-10-25",,10009,FALSE,3,"1991-06-05",30,54,"25-54"
"CP1412107",100,"2017-10-24","2018-11-24",10011,TRUE,4,"1963-10-08",58,13,"55-74"
"CP1412108",180,"2017-10-23",,10011,FALSE,6,"1993-02-18",29,54,"25-54"
"CP1412112",100,"2017-10-26","2019-01-06",10011,FALSE,4,"1965-12-09",56,14,"55-74"
"CP1412114",180,"2017-11-01",,10014,FALSE,1,"1983-10-11",38,54,"25-54"
"CP1412115",100,"2017-10-27","2018-11-27",78702,FALSE,3,"1988-05-29",33,13,"25-54"
"CP1412116",180,"2017-11-01",,10011,FALSE,4,"1989-04-18",33,54,"25-54"
"CP1412118",100,"2017-10-30","2018-11-01",10011,TRUE,4,"1988-05-14",34,12,"25-54"
"CP1412119",210,"2017-10-31",,10016,FALSE,3,"2017-10-31",4,54,"0-11"
"CP1412120",180,"2017-10-31",,10011,FALSE,1,"1984-07-05",37,54,"25-54"
"CP1412122",100,"2017-12-01",,10014,FALSE,1,"1967-05-04",55,53,"55-74"
"CP1412124",100,"2017-12-01","2019-01-01",10011,FALSE,1,"1966-01-26",56,13,"55-74"
"CP1412125",180,"2017-11-06",,11598,FALSE,11,"1992-04-26",30,54,"25-54"
"CP1412131",100,"2017-11-14",,10011,FALSE,2,"1990-09-24",31,54,"25-54"
"CP1412132",100,"2017-11-14","2018-12-01",10011,FALSE,3,"1975-10-09",46,12,"25-54"
"CP1412133",180,"2017-11-13",,7307,FALSE,1,"1988-02-01",34,54,"25-54"
"CP1412134",100,"2017-11-17","2018-12-01",10011,FALSE,2,"1977-04-04",45,12,"25-54"
"CP1412137",155,"2017-12-01",,11217,TRUE,4,"2017-11-19",4,53,"0-11"
"CP1412140",155,"2017-11-20",,7306,FALSE,3,"1983-12-17",38,53,"25-54"
"CP1412144",155,"2018-02-01",,8724,FALSE,12,"1994-05-13",28,51,"25-54"
"CP1412146",100,"2017-11-27","2018-12-01",10009,FALSE,4,"1985-01-01",37,12,"25-54"
"CP1412147",130,"2017-12-02",,10011,FALSE,6,"1997-07-18",24,53,"12-24"
"CP1412148",155,"2017-12-01",,10011,FALSE,1,"2011-01-01",11,53,"0-11"
"CP1412150",155,"2017-12-01",,11238,FALSE,5,"1963-05-03",59,53,"55-74"
"CP1412151",155,"2017-12-01",,10011,FALSE,1,"1958-01-03",64,53,"55-74"
"CP1412154",210,"2017-12-02",,10003,FALSE,1,"1967-01-01",55,53,"55-74"
"CP1412155",210,"2017-12-02",,10011,FALSE,1,"1987-09-13",34,53,"25-54"
"CP1412157",100,"2018-02-01",,10003,FALSE,3,"1979-03-25",43,51,"25-54"
"CP1412162",100,"2017-12-12",,10003,FALSE,7,"1959-04-18",63,53,"55-74"
"CP1412165",210,"2017-12-12",,10011,TRUE,3,"1995-03-23",27,53,"25-54"
"CP1412166",100,"2018-01-01","2019-03-01",10003,FALSE,0,"1981-02-02",41,14,"25-54"
"CP1412168",100,"2018-01-01","2019-02-01",10011,FALSE,0,"1970-10-13",51,13,"25-54"
"CP1412169",100,"2018-01-01","2019-03-01",10011,FALSE,0,"2017-12-18",4,14,"0-11"
"CP1412174",155,"2018-01-01",,10003,TRUE,4,"1955-10-06",66,52,"55-74"
"CP1412177",100,"2018-01-11",,10003,TRUE,1,"1994-05-09",28,52,"25-54"
"CP1412180",100,"2018-01-09",,10011,TRUE,4,"1992-06-02",29,52,"25-54"
"CP1412181",100,"2018-01-13","2019-02-13",10011,FALSE,2,"1986-04-19",36,13,"25-54"
"CP1412182",155,"2018-01-15",,10014,FALSE,2,"1966-04-06",56,52,"55-74"
"CP1412187",100,"2018-01-14","2019-02-14",10011,FALSE,4,"1978-02-01",44,13,"25-54"
"CP1412188",100,"2018-01-22","2019-03-22",11238,FALSE,4,"1982-02-13",40,14,"25-54"
"CP1412189",100,"2018-01-21",,10003,TRUE,1,"1997-05-09",25,51,"25-54"
"CP1412190",180,"2018-01-22","2019-02-01",10003,FALSE,0,"1988-12-10",33,12,"25-54"
"CP1412192",155,"2018-01-24",,10025,FALSE,3,"1980-07-02",41,51,"25-54"
"CP1412193",155,"2018-01-29",,10003,FALSE,2,"1958-12-12",63,51,"55-74"
"CP1412194",210,"2018-02-01",,10011,FALSE,2,"1982-12-02",39,51,"25-54"
"CP1412200",155,"2018-01-26",,10011,FALSE,1,"1961-09-08",60,51,"55-74"
"CP1412201",180,"2018-01-27",,10011,FALSE,4,"2018-01-27",4,51,"0-11"
"CP1412202",180,"2018-01-29","2019-06-01",10010,TRUE,3,"1970-05-13",52,16,"25-54"
"CP1412203",180,"2018-01-28",,10011,TRUE,2,"1991-08-01",30,51,"25-54"
"CP1412205",210,"2018-02-02",,11221,FALSE,1,"1980-02-15",42,51,"25-54"
"CP1412206",130,"2018-02-12",,10003,FALSE,4,"1986-11-18",35,51,"25-54"
"CP1412207",155,"2018-02-06",,10011,FALSE,2,"1992-11-09",29,51,"25-54"
"CP1412208",210,"2018-03-01",,10011,FALSE,4,"1964-01-29",58,50,"55-74"
"CP1412210",130,"2018-02-07","2019-03-01",78336,FALSE,0,"1977-09-16",44,12,"25-54"
"CP1412212",210,"2018-02-09",,11968,FALSE,2,"1989-07-25",32,51,"25-54"
"CP1412213",155,"2018-02-11",,10011,FALSE,2,"1971-05-20",50,51,"25-54"
"CP1412214",210,"2018-02-13",,11211,FALSE,1,"1993-06-30",28,51,"25-54"
"CP1412216",155,"2018-02-20",,11206,FALSE,1,"1992-11-30",29,50,"25-54"
"CP1412218",180,"2018-02-14",,11238,FALSE,4,"1990-03-03",32,51,"25-54"
"CP1412223",155,"2018-02-16",,10011,FALSE,6,"1955-01-08",67,50,"55-74"
"CP1412226",210,"2018-02-19",,11238,FALSE,3,"1979-11-06",42,50,"25-54"
"CP1412228",210,"2018-02-20",,10011,FALSE,3,"1993-05-12",29,50,"25-54"
"CP1412230",130,"2018-03-22","2019-04-22",10014,FALSE,1,"1975-10-10",46,13,"25-54"
"CP1412232",210,"2018-02-24","2019-03-24",10011,TRUE,5,"1989-08-29",32,13,"25-54"
"CP1412233",210,"2018-02-24","2019-03-25",10011,FALSE,6,"1977-09-11",44,13,"25-54"
"CP1412234",100,"2018-02-24","2019-03-25",10032,FALSE,1,"1993-10-20",28,13,"25-54"
"CP1412238",100,"2018-03-01",,10011,FALSE,4,"1990-04-25",32,50,"25-54"
"CP1412239",100,"2018-03-01",,10016,FALSE,1,"1983-11-29",38,50,"25-54"
"CP1412242",210,"2018-04-01",,10003,FALSE,3,"1990-11-06",31,49,"25-54"
"CP1412245",130,"2018-03-05","2019-04-01",10011,FALSE,3,"1992-07-11",29,12,"25-54"
"CP1412246",210,"2018-03-06","2018-10-01",10011,FALSE,4,"1981-11-21",40,6,"25-54"
"CP1412248",130,"2018-03-07","2019-04-07",24541,FALSE,1,"1990-07-29",31,13,"25-54"
"CP1412249",210,"2018-03-07",,10018,FALSE,3,"1981-09-26",40,50,"25-54"
"CP1412251",155,"2018-03-10",,10001,TRUE,3,"1990-07-03",31,50,"25-54"
"CP1412252",180,"2018-03-11",,10011,FALSE,6,"1945-12-04",76,50,"75+"
"CP1412254",210,"2018-03-14",,10011,FALSE,1,"1991-10-20",30,50,"25-54"
"CP1412255",100,"2018-03-15",,10011,FALSE,3,"2018-03-15",4,50,"0-11"
"CP1412257",210,"2018-03-19",,10011,FALSE,3,"1981-02-24",41,49,"25-54"
"CP1412259",180,"2018-03-25",,10011,FALSE,1,"1988-02-01",34,49,"25-54"
"CP1412260",155,"2018-04-02",,10011,FALSE,2,"1983-06-16",38,49,"25-54"
"CP1412263",130,"2018-04-22","2019-06-22",11217,FALSE,2,"1990-06-15",31,14,"25-54"
"CP1412264",130,"2018-04-02",,10011,FALSE,4,"1989-07-08",32,49,"25-54"
"CP1412265",210,"2018-04-01",,10003,FALSE,3,"1989-02-15",33,49,"25-54"
"CP1412266",155,"2018-04-03",,10011,FALSE,1,"1992-11-17",29,49,"25-54"
"CP1412269",155,"2018-04-06",,10003,FALSE,4,"1985-11-30",36,49,"25-54"
"CP1412271",180,"2018-04-07",,10024,TRUE,1,"2018-04-07",4,49,"0-11"
"CP1412273",130,"2018-04-09","2019-08-09",10011,TRUE,5,"1977-08-02",44,16,"25-54"
"CP1412275",130,"2018-04-12","2019-04-12",10011,FALSE,2,"1971-12-11",50,12,"25-54"
"CP1412276",130,"2018-04-11","2018-10-11",10011,FALSE,0,"1987-06-22",34,6,"25-54"
"CP1412279",210,"2018-04-23",,10011,FALSE,5,"1951-04-09",71,48,"55-74"
"CP1412282",100,"2018-04-24","2019-05-01",10002,FALSE,4,"1973-01-12",49,12,"25-54"
"CP1412283",130,"2018-04-25","2019-05-01",10014,TRUE,2,"1966-11-28",55,12,"55-74"
"CP1412286",155,"2018-04-30",,10011,FALSE,1,"1987-10-02",34,48,"25-54"
"CP1412288",130,"2018-05-03","2019-06-01",10011,FALSE,3,"1987-07-28",34,12,"25-54"
"CP1412290",130,"2018-05-06","2019-06-01",10011,FALSE,4,"1990-01-01",32,12,"25-54"
"CP1412291",130,"2018-05-07","2019-06-01",10038,FALSE,3,"1987-05-29",34,12,"25-54"
"CP1412293",130,"2018-05-09","2018-11-10",10011,FALSE,3,"1900-01-01",122,6,"75+"
"CP1412294",210,"2018-05-11",,10011,TRUE,2,"1972-12-21",49,48,"25-54"
"CP1412295",130,"2018-05-14","2019-06-21",10011,FALSE,2,"1987-04-09",35,13,"25-54"
"CP1412297",240,"2018-05-14","2018-09-01",10003,FALSE,0,"1999-07-26",22,3,"12-24"
"CP1412298",130,"2018-05-15","2019-06-01",10011,FALSE,2,"1960-01-01",62,12,"55-74"
"CP1412299",130,"2018-05-19","2019-06-01",10011,FALSE,2,"1995-08-27",26,12,"25-54"
"CP1412300",210,"2018-05-20",,10011,FALSE,5,"1988-01-03",34,47,"25-54"
"CP1412302",130,"2018-05-24","2019-06-01",10025,FALSE,4,"1990-12-16",31,12,"25-54"
"CP1412304",210,"2018-06-01",,10011,FALSE,2,"1997-05-14",25,47,"25-54"
"CP1412305",210,"2018-06-01",,10011,FALSE,4,"1985-05-04",37,47,"25-54"
"CP1412306",180,"2018-05-29",,10011,FALSE,3,"1990-01-01",32,47,"25-54"
"CP1412307",180,"2018-06-01",,10003,FALSE,4,"1994-06-14",27,47,"25-54"
"CP1412308",130,"2018-06-01","2019-07-01",11215,FALSE,5,"1991-11-13",30,13,"25-54"
"CP1412309",130,"2018-05-30","2019-06-01",10011,FALSE,1,"1997-01-15",25,12,"25-54"
"CP1412312",210,"2018-06-01","2018-09-01",10011,FALSE,0,"1984-11-12",37,3,"25-54"
"CP1412313",130,"2018-06-03","2019-08-01",10003,FALSE,2,"1968-06-06",53,13,"25-54"
"CP1412314",130,"2018-06-10","2019-07-01",10011,FALSE,2,"1964-02-21",58,12,"55-74"
"CP1412315",100,"2018-06-11","2019-07-01",10014,FALSE,1,"1983-05-26",38,12,"25-54"
"CP1412316",100,"2018-06-11","2019-07-01",10014,FALSE,2,"1983-09-06",38,12,"25-54"
"CP1412318",130,"2018-06-14","2019-01-01",10011,TRUE,5,"1989-04-25",33,6,"25-54"
"CP1412319",130,"2018-06-19",,10003,FALSE,6,"1982-11-24",39,46,"25-54"
"CP1412320",130,"2018-06-19","2019-07-01",10011,TRUE,1,"1945-09-17",76,12,"75+"
"CP1412321",130,"2018-06-20","2019-07-01",10011,FALSE,1,"1982-09-03",39,12,"25-54"
"CP1412322",100,"2018-06-20","2019-07-01",10011,FALSE,1,"1993-06-17",28,12,"25-54"
"CP1412323",130,"2018-06-21","2019-07-21",10014,TRUE,3,"1983-01-07",39,13,"25-54"
"CP1412324",130,"2018-07-26","2019-08-01",10003,FALSE,1,"1964-05-30",57,12,"55-74"
"CP1412327",130,"2018-07-01","2019-07-01",6854,TRUE,3,"1991-08-08",30,12,"25-54"
"CP1412328",180,"2018-06-29",,10009,FALSE,3,"1987-03-20",35,46,"25-54"
"CP1412329",180,"2018-07-01",,10011,FALSE,1,"2018-06-30",3,46,"0-11"
"CP1412330",180,"2018-07-01",,10011,FALSE,4,"1995-11-16",26,46,"25-54"
"CP1412331",100,"2018-06-30","2019-07-01",10011,FALSE,3,"1968-03-16",54,12,"25-54"
"CP1412332",210,"2018-07-02",,11433,FALSE,2,"1994-10-07",27,46,"25-54"
"CP1412334",130,"2018-08-01","2019-09-01",10011,FALSE,4,"1968-12-07",53,13,"25-54"
"CP1412335",130,"2018-07-10","2019-08-01",10011,FALSE,1,"1981-12-21",40,12,"25-54"
"CP1412336",155,"2018-07-10",,10011,FALSE,3,"1943-09-05",78,46,"75+"
"CP1412337",130,"2018-07-11","2019-08-01",10003,FALSE,3,"1985-08-11",36,12,"25-54"
"CP1412338",100,"2018-07-11","2019-08-01",10011,FALSE,3,"1988-11-12",33,12,"25-54"
"CP1412339",180,"2018-07-11",,10011,FALSE,4,"1966-09-24",55,46,"55-74"
"CP1412342",100,"2018-07-13","2019-09-01",20016,FALSE,1,"1994-02-16",28,13,"25-54"
"CP1412343",100,"2018-07-16",,10011,FALSE,1,"1994-04-27",28,45,"25-54"
"CP1412344",210,"2018-07-16","2019-02-01",10011,FALSE,0,"2018-07-16",3,6,"0-11"
"CP1412348",100,"2018-07-17","2019-08-01",10011,FALSE,2,"2018-07-17",3,12,"0-11"
"CP1412350",100,"2018-07-20","2019-07-20",10011,FALSE,7,"1975-01-10",47,12,"25-54"
"CP1412353",130,"2018-07-19","2019-08-01",10011,FALSE,2,"1970-01-01",52,12,"25-54"
"CP1412354",130,"2018-07-21","2019-07-21",10011,FALSE,3,"1989-06-26",32,12,"25-54"
"CP1412355",210,"2018-07-23",,10011,FALSE,3,"1986-03-28",36,45,"25-54"
"CP1412356",130,"2018-07-22","2019-08-01",10011,FALSE,5,"1993-08-12",28,12,"25-54"
"CP1412358",130,"2018-07-23","2019-08-01",11217,FALSE,4,"1986-01-01",36,12,"25-54"
"CP1412359",100,"2018-07-23","2019-09-23",10011,FALSE,3,"1988-11-04",33,14,"25-54"
"CP1412362",130,"2018-07-24","2019-08-01",11417,FALSE,2,"1955-03-19",67,12,"55-74"
